Domain,Machine Learning Task,User Story,Paraphrased User Story,original_total_characters,llm_total_characters,diff_total_characters,original_uppercase_characters,llm_uppercase_characters,diff_uppercase_characters,original_lowercase_characters,llm_lowercase_characters,diff_lowercase_characters,original_special_characters,llm_special_characters,diff_special_characters,original_numbers,llm_numbers,diff_numbers,original_blanks,llm_blanks,diff_blanks,original_number_of_words,llm_number_of_words,diff_number_of_words,original_average_length_of_words,llm_average_length_of_words,diff_average_length_of_words,original_number_of_propositions,llm_number_of_propositions,diff_number_of_propositions,original_average_length_of_propositions,llm_average_length_of_propositions,diff_average_length_of_propositions,original_punctuation_characters,llm_punctuation_characters,diff_punctuation_characters,original_lowercase_words,llm_lowercase_words,diff_lowercase_words,original_uppercase_words,llm_uppercase_words,diff_uppercase_words,original_vocabulary_richness,llm_vocabulary_richness,diff_vocabulary_richness,original_number_of_urls,llm_number_of_urls,diff_number_of_urls,original_flesch_kincaid_grade_level,llm_flesch_kincaid_grade_level,diff_flesch_kincaid_grade_level,original_flesch_reading_ease,llm_flesch_reading_ease,diff_flesch_reading_ease,original_dale_chall_readability,llm_dale_chall_readability,diff_dale_chall_readability,original_automated_readability_index,llm_automated_readability_index,diff_automated_readability_index,original_coleman_liau_index,llm_coleman_liau_index,diff_coleman_liau_index,original_gunning_fog,llm_gunning_fog,diff_gunning_fog,original_smog_index,llm_smog_index,diff_smog_index,original_linsear_write_index,llm_linsear_write_index,diff_linsear_write_index
Psychology,semantic similarity,"As a psychologist, I want to use semantic similarity to identify similar mental health conditions and develop more effective treatments and interventions.","As a psychologist, I want to leverage the power of semantic similarity to uncover hidden patterns and relationships between different mental health conditions, enabling me to create more personalized treatment plans and interventions that are tailored to each individual's unique needs. By analyzing vast amounts of data and identifying similarities across various conditions, I can develop a more comprehensive understanding of the complexities of mental health and improve patient outcomes.",154,492,-338,2,4,-2,129,413,-284,2,6,-4,0,0,0,21,69,-48,22,70,-48,6.045454545454546,6.042857142857143,0.0025974025974031,1,2,-1,22.0,35.0,-13.0,2,6,-4,20,66,-46,1,2,-1,20,54,-34,0,0,0,17.8,21.7,-3.899999999999999,6.84,2.11,4.73,12.62,12.59,0.0299999999999993,18.1,24.5,-6.399999999999999,17.23,17.88,-0.6499999999999986,25.16,23.71,1.4499999999999993,0.0,0.0,0.0,20.0,27.0,-7.0
Political Science,probabilistic neural network,"As a political scientist, I want to use a probabilistic neural network to predict the likelihood of election outcomes based on polling data and other factors.","As a political scientist, I aim to leverage a probabilistic neural network to forecast the likelihood of election results based on polling data and additional variables. The model will analyze historical trends, demographic patterns, and other relevant factors to provide a prediction score for each possible election outcome. This information can be used by political analysts and strategists to inform their decision-making and gain a competitive edge in the electoral process.",158,479,-321,2,4,-2,129,398,-269,2,7,-5,0,0,0,25,70,-45,26,71,-45,5.115384615384615,5.76056338028169,-0.645178764897075,1,3,-2,26.0,23.666666666666668,2.333333333333332,2,7,-5,24,67,-43,1,1,0,24,58,-34,0,0,0,14.6,14.9,-0.3000000000000007,36.63,30.5,6.130000000000003,12.82,12.37,0.450000000000001,15.7,17.5,-1.8000000000000007,12.25,15.84,-3.59,16.55,17.37,-0.8200000000000003,0.0,16.3,-16.3,17.0,17.166666666666668,-0.1666666666666678
Dermatology,text summarization,"As a dermatologist, I want to summarize medical research and reports to quickly identify relevant information for skin disease research and treatment.","As a dermatologist, I need an efficient way to summarize medical research and reports to quickly identify relevant information for skin disease diagnosis and treatment. This can be achieved by using natural language processing techniques to analyze the content of the documents and extract key points, such as symptoms, causes, and potential treatments. By automating this process, I can save time and improve accuracy compared to manual review of large volumes of text.",150,470,-320,2,5,-3,125,385,-260,2,8,-6,0,0,0,21,72,-51,22,73,-51,5.863636363636363,5.452054794520548,0.4115815691158158,1,3,-2,22.0,24.33333333333333,-2.333333333333332,2,8,-6,20,68,-48,1,2,-1,19,58,-39,0,0,0,16.6,13.9,2.700000000000001,15.31,38.35,-23.04,11.9,11.98,-0.08,17.2,16.4,0.8000000000000007,16.19,13.99,2.200000000000001,19.71,18.49,1.2200000000000024,0.0,16.3,-16.3,17.0,17.5,-0.5
Biology,classification and regression tree,"As a computational biologist, I want to use classification and regression trees to analyze large sets of genomic data and identify the genes and proteins that are most strongly associated with specific diseases, so that I can develop targeted treatments and interventions.","As a computational biologist, I want to utilize classification and regression trees to analyze vast amounts of genomic data in order to identify the genes and proteins most strongly linked with specific diseases, so that I can create targeted treatments and interventions.",272,272,0,3,3,0,225,225,0,3,3,0,0,0,0,41,41,0,42,42,0,5.5,5.5,0.0,1,1,0,42.0,42.0,0.0,3,3,0,39,39,0,2,2,0,36,37,-1,0,0,0,23.2,22.0,1.1999999999999993,3.47,11.93,-8.459999999999999,13.24,13.99,-0.75,25.5,25.5,0.0,15.1,15.1,0.0,28.23,26.32,1.91,0.0,0.0,0.0,33.0,31.0,2.0
Biology,classification method,"As a bioinformatics researcher, I want to compare different classification methods to identify the most accurate and reliable approach for predicting the presence or absence of specific genetic mutations that are associated with different diseases.","As a bioinformatics researcher, I want to compare different classification methods to identify the most accurate and reliable approach for predicting the presence or absence of specific genetic mutations that are associated with different diseases.",248,248,0,2,2,0,210,210,0,2,2,0,0,0,0,34,34,0,35,35,0,6.114285714285714,6.114285714285714,0.0,1,1,0,35.0,35.0,0.0,2,2,0,33,33,0,1,1,0,32,32,0,0,0,0,21.7,21.7,0.0,2.11,2.11,0.0,12.59,12.59,0.0,24.8,24.8,0.0,18.46,18.46,0.0,25.43,25.43,0.0,0.0,0.0,0.0,29.5,29.5,0.0
Biology,deep belief network,"As a bioinformatician, I want to use deep belief networks to predict the functions of different genes based on their DNA sequences, so that I can identify potential targets for drug development and other therapeutic interventions.","As a bioinformatician, I want to use deep belief networks to predict the functions of different genes based on their DNA sequences, so that I can identify potential targets for drug development and other therapeutic interventions.",230,230,0,6,6,0,186,186,0,3,3,0,0,0,0,35,35,0,36,36,0,5.416666666666667,5.416666666666667,0.0,1,1,0,36.0,36.0,0.0,3,3,0,32,32,0,3,3,0,34,34,0,0,0,0,18.5,18.5,0.0,26.48,26.48,0.0,12.44,12.44,0.0,22.1,22.1,0.0,14.23,14.23,0.0,21.07,21.07,0.0,0.0,0.0,0.0,25.0,25.0,0.0
Biology,embedding approach,"As a bioinformatics researcher, I want to use embedding approaches to represent biological molecules and genomic data as continuous vectors, so that I can apply machine learning techniques to analyze and classify these data.","As a bioinformatics researcher, I want to utilize embedding techniques to convert biological molecules and genomic data into numerical vectors, allowing me to leverage machine learning algorithms for analysis and classification purposes.",224,237,-13,3,2,1,185,201,-16,3,3,0,0,0,0,33,31,2,34,32,2,5.617647058823529,6.4375,-0.819852941176471,1,1,0,34.0,32.0,2.0,3,3,0,31,30,1,2,1,1,29,29,0,0,0,0,20.1,22.9,-2.799999999999997,11.59,-11.77,23.36,12.75,14.6,-1.85,22.0,24.9,-2.8999999999999986,15.39,20.08,-4.689999999999998,25.36,26.55,-1.1900000000000013,0.0,0.0,0.0,27.0,27.0,0.0
Biology,encoder-decoder model,"As a computational biologist, I want to use encoder-decoder models to identify the regulatory elements that control gene expression, so that I can better understand the complex interactions that occur within living systems.","As a computational biologist, I aim to leverage encoder-decoder models to decipher the regulatory components that govern gene expression, ultimately unveiling the intricate dynamics at play in living organisms.",223,210,13,3,2,1,184,176,8,4,4,0,0,0,0,32,28,4,33,29,4,5.787878787878788,6.275862068965517,-0.4879832810867288,1,1,0,33.0,29.0,4.0,4,4,0,30,27,3,2,1,1,28,27,1,0,0,0,20.9,21.7,-0.8000000000000007,4.14,-8.73,12.87,12.93,13.79,-0.8599999999999994,22.3,22.6,-0.3000000000000007,16.2,18.92,-2.7200000000000024,21.68,26.77,-5.09,0.0,0.0,0.0,25.5,26.5,-1.0
Plant Science,bidirectional long short-term memory,"As a plant scientist, I want to use BLSTM networks to analyze plant growth patterns and predict crop yields, so that I can develop more efficient and sustainable agricultural practices.","As an agricultural professional, I desire a powerful machine learning model to comprehensively evaluate plant growth tendencies and accurately forecast crop yields, enabling me to create more productive and eco-friendly farming methods.",185,236,-51,8,2,6,145,199,-54,3,4,-1,0,0,0,29,31,-2,30,32,-2,5.2,6.40625,-1.2062499999999998,1,1,0,30.0,32.0,-2.0,3,4,-1,26,30,-4,3,1,2,26,30,-4,0,0,0,15.0,20.5,-5.5,41.03,5.16,35.870000000000005,11.97,13.12,-1.1499999999999986,18.1,24.8,-6.699999999999999,12.89,19.74,-6.849999999999998,20.0,21.55,-1.5500000000000007,0.0,0.0,0.0,21.0,24.0,-3.0
Plant Science,adaboost,"As a plant scientist, I want to use AdaBoost to classify different types of plant species based on their physical features so that I can better understand their characteristics and distribution.","As an agricultural researcher, I need a machine learning model to categorize various plant varieties according to their physical traits, enabling me to comprehend their unique qualities and geographical distribution, thereby improving my understanding of the plant world.",194,271,-77,5,2,3,157,228,-71,2,4,-2,0,0,0,30,37,-7,31,38,-7,5.290322580645161,6.157894736842105,-0.8675721561969443,1,1,0,31.0,38.0,-7.0,2,4,-2,27,36,-9,2,1,1,27,34,-7,0,0,0,15.4,21.7,-6.299999999999999,40.01,7.53,32.48,10.27,13.42,-3.1500000000000004,19.0,26.6,-7.600000000000001,13.65,18.4,-4.749999999999998,18.85,27.83,-8.979999999999997,0.0,0.0,0.0,22.5,31.0,-8.5
Biology,multitask learning,"As a bioinformatics researcher, I want to use multitask learning to simultaneously predict the functions of multiple genes based on their DNA sequences and expression patterns. By training a single model to perform multiple tasks, I can improve the accuracy and efficiency of my analyses, enabling me to make more informed decisions about which genes to prioritize for further study.","As a bioinformatics researcher, I want to leverage multitask learning to predict the functions of multiple genes based on their DNA sequences and expression patterns simultaneously, by training a single model to perform multiple tasks, to improve the accuracy and efficiency of my analyses, enabling me to make more informed decisions about which genes to prioritize for further study.",383,385,-2,7,5,2,312,317,-5,5,5,0,0,0,0,59,58,1,60,59,1,5.4,5.5423728813559325,-0.1423728813559321,2,1,1,30.0,59.0,-29.0,5,5,0,55,56,-1,3,2,1,49,48,1,0,0,0,16.2,27.5,-11.3,32.57,3.13,29.44,11.7,13.52,-1.8200000000000005,19.0,34.2,-15.200000000000005,14.17,15.28,-1.1099999999999994,18.0,29.7,-11.7,0.0,0.0,0.0,20.0,39.5,-19.5
Cardiology,bayesian neural network,"As a cardiologist, I want to use Bayesian neural network models to analyze patient data, so that I can make more accurate medical diagnoses and develop more effective treatment plans. This will enable me to improve patients' cardiovascular health and reduce healthcare costs.","As a cardiologist, I want to leverage Bayesian neural network models for analyzing patient data to make more accurate medical diagnoses and develop better treatment plans, ultimately improving patients' cardiovascular health and reducing healthcare costs.",275,255,20,5,3,2,223,214,9,5,4,1,0,0,0,42,34,8,43,35,8,5.418604651162791,6.314285714285714,-0.8956810631229235,2,1,1,21.5,35.0,-13.5,5,4,1,38,32,6,2,1,1,38,33,5,0,0,0,12.9,21.7,-8.799999999999999,41.19,2.11,39.08,12.41,15.3,-2.890000000000001,14.8,25.8,-11.0,13.46,19.27,-5.809999999999999,16.04,25.43,-9.39,0.0,0.0,0.0,14.75,27.5,-12.75
Computer Networks,natural language generation,"As a network administrator, I want to use natural language generation to automatically generate reports on network performance and error logs, so that I can quickly identify and resolve any issues that may arise.","Automatically generate reports on network performance and error logs using natural language generation, allowing quick identification and resolution of issues.",212,159,53,3,1,2,173,137,36,3,2,1,0,0,0,33,19,14,34,20,14,5.264705882352941,7.0,-1.7352941176470589,1,1,0,34.0,20.0,14.0,3,2,1,31,19,12,2,0,2,29,19,10,0,0,0,18.9,21.7,-2.8000000000000007,20.05,-24.97,45.02,11.36,15.68,-4.32,20.3,21.5,-1.1999999999999993,13.36,22.74,-9.38,21.84,24.0,-2.16,0.0,0.0,0.0,24.0,18.0,6.0
Computer Networks,stemming,"As a computer network engineer, I want to use stemming algorithms to analyze network logs and identify related network issues and problems, so that I can optimize network design and operation.","Use stemming algorithms to analyze network logs and identify related network issues and problems, so that can optimize network design and operation.",192,148,44,3,1,2,156,124,32,3,2,1,0,0,0,30,21,9,31,22,9,5.225806451612903,5.7727272727272725,-0.5469208211143695,1,1,0,31.0,22.0,9.0,3,2,1,28,21,7,2,0,2,24,18,6,0,0,0,17.7,15.4,2.299999999999999,23.09,23.77,-0.6799999999999997,11.8,13.34,-1.5399999999999991,18.7,16.7,2.0,13.07,15.66,-2.59,21.43,19.71,1.7199999999999989,0.0,0.0,0.0,23.5,17.0,6.5
